incident_event_id,person_id,date,incident_type,intensity_level,recovery_requirement
INC-0021-121,P-0021,2026-05-01,ROUTINE_OPERATION,3,4.82
INC-0021-175,P-0021,2026-06-24,HIGH_INTENSITY_OPERATION,3,3.81
INC-0022-017,P-0022,2026-01-17,EMERGENCY_RESPONSE,5,4.94
INC-0022-033,P-0022,2026-02-02,ROUTINE_OPERATION,4,4.93
INC-0022-042,P-0022,2026-02-11,HIGH_INTENSITY_OPERATION,3,4.63
INC-0022-067,P-0022,2026-03-08,HIGH_INTENSITY_OPERATION,5,5.65
INC-0022-110,P-0022,2026-04-20,HIGH_INTENSITY_OPERATION,5,6.0
INC-0022-155,P-0022,2026-06-04,EMERGENCY_RESPONSE,3,3.47
INC-0023-002,P-0023,2026-01-02,ROUTINE_OPERATION,1,3.04
INC-0023-015,P-0023,2026-01-15,ROUTINE_OPERATION,1,2.55
INC-0023-049,P-0023,2026-02-18,ROUTINE_OPERATION,5,5.45
INC-0023-149,P-0023,2026-05-29,ROUTINE_OPERATION,1,2.31
INC-0023-155,P-0023,2026-06-04,ROUTINE_OPERATION,5,5.82
INC-0024-054,P-0024,2026-02-23,HIGH_INTENSITY_OPERATION,1,2.02
INC-0024-080,P-0024,2026-03-21,HIGH_INTENSITY_OPERATION,5,5.19
INC-0024-086,P-0024,2026-03-27,EMERGENCY_RESPONSE,5,5.5
INC-0024-143,P-0024,2026-05-23,EMERGENCY_RESPONSE,5,6.14
INC-0024-159,P-0024,2026-06-08,EMERGENCY_RESPONSE,5,5.69
INC-0024-165,P-0024,2026-06-14,HIGH_INTENSITY_OPERATION,3,3.34
INC-0025-034,P-0025,2026-02-03,ROUTINE_OPERATION,4,5.14
INC-0025-035,P-0025,2026-02-04,HIGH_INTENSITY_OPERATION,3,4.71
INC-0025-053,P-0025,2026-02-22,ROUTINE_OPERATION,2,3.33
INC-0025-106,P-0025,2026-04-16,HIGH_INTENSITY_OPERATION,3,4.48
INC-0025-123,P-0025,2026-05-03,ROUTINE_OPERATION,2,3.95
INC-0025-174,P-0025,2026-06-23,EXTENDED_OPERATION,2,3.45
INC-0026-001,P-0026,2026-01-01,ROUTINE_OPERATION,2,3.74
INC-0026-011,P-0026,2026-01-11,ROUTINE_OPERATION,4,4.68
INC-0026-016,P-0026,2026-01-16,EXTENDED_OPERATION,2,4.01
INC-0026-059,P-0026,2026-02-28,ROUTINE_OPERATION,1,3.42
INC-0026-107,P-0026,2026-04-17,ROUTINE_OPERATION,3,5.08
INC-0026-171,P-0026,2026-06-20,HIGH_INTENSITY_OPERATION,2,3.71
INC-0027-025,P-0027,2026-01-25,ROUTINE_OPERATION,5,5.98
INC-0027-027,P-0027,2026-01-27,ROUTINE_OPERATION,3,4.89
INC-0027-117,P-0027,2026-04-27,ROUTINE_OPERATION,2,3.73
INC-0027-157,P-0027,2026-06-06,HIGH_INTENSITY_OPERATION,3,3.68
INC-0027-169,P-0027,2026-06-18,HIGH_INTENSITY_OPERATION,2,4.01
INC-0027-171,P-0027,2026-06-20,ROUTINE_OPERATION,2,3.57
INC-0028-017,P-0028,2026-01-17,EXTENDED_OPERATION,5,6.48
INC-0028-030,P-0028,2026-01-30,ROUTINE_OPERATION,5,5.44
INC-0028-052,P-0028,2026-02-21,HIGH_INTENSITY_OPERATION,4,4.01
INC-0028-054,P-0028,2026-02-23,HIGH_INTENSITY_OPERATION,4,5.69
INC-0028-065,P-0028,2026-03-06,EMERGENCY_RESPONSE,4,4.97
INC-0028-071,P-0028,2026-03-12,HIGH_INTENSITY_OPERATION,4,4.18
INC-0028-075,P-0028,2026-03-16,EMERGENCY_RESPONSE,4,6.44
INC-0028-116,P-0028,2026-04-26,HIGH_INTENSITY_OPERATION,3,4.37
INC-0028-147,P-0028,2026-05-27,EMERGENCY_RESPONSE,3,4.43
INC-0028-159,P-0028,2026-06-08,ROUTINE_OPERATION,4,5.6
INC-0029-008,P-0029,2026-01-08,EXTENDED_OPERATION,5,5.49
INC-0029-024,P-0029,2026-01-24,HIGH_INTENSITY_OPERATION,5,5.85
INC-0029-057,P-0029,2026-02-26,EXTENDED_OPERATION,4,5.14
INC-0030-021,P-0030,2026-01-21,ROUTINE_OPERATION,4,5.96
INC-0030-022,P-0030,2026-01-22,ROUTINE_OPERATION,3,4.66
INC-0030-084,P-0030,2026-03-25,HIGH_INTENSITY_OPERATION,5,6.53
INC-0030-139,P-0030,2026-05-19,ROUTINE_OPERATION,1,3.08
INC-0031-037,P-0031,2026-02-06,HIGH_INTENSITY_OPERATION,4,4.91
INC-0031-040,P-0031,2026-02-09,HIGH_INTENSITY_OPERATION,5,6.68
INC-0032-068,P-0032,2026-03-09,HIGH_INTENSITY_OPERATION,2,3.15
INC-0032-128,P-0032,2026-05-08,EMERGENCY_RESPONSE,3,4.39
INC-0033-012,P-0033,2026-01-12,HIGH_INTENSITY_OPERATION,5,6.41
INC-0033-053,P-0033,2026-02-22,HIGH_INTENSITY_OPERATION,4,4.98
INC-0033-076,P-0033,2026-03-17,EMERGENCY_RESPONSE,4,5.01
INC-0033-083,P-0033,2026-03-24,EMERGENCY_RESPONSE,3,4.04
INC-0033-086,P-0033,2026-03-27,EMERGENCY_RESPONSE,3,5.89
INC-0033-121,P-0033,2026-05-01,ROUTINE_OPERATION,3,4.25
INC-0033-126,P-0033,2026-05-06,EXTENDED_OPERATION,5,5.72
INC-0033-129,P-0033,2026-05-09,EXTENDED_OPERATION,4,6.14
INC-0033-152,P-0033,2026-06-01,HIGH_INTENSITY_OPERATION,4,6.32
INC-0033-153,P-0033,2026-06-02,ROUTINE_OPERATION,3,2.5
INC-0033-155,P-0033,2026-06-04,EMERGENCY_RESPONSE,3,4.92
INC-0033-161,P-0033,2026-06-10,EXTENDED_OPERATION,3,3.48
INC-0033-180,P-0033,2026-06-29,ROUTINE_OPERATION,3,4.14
INC-0034-144,P-0034,2026-05-24,HIGH_INTENSITY_OPERATION,4,4.9
INC-0035-013,P-0035,2026-01-13,HIGH_INTENSITY_OPERATION,5,7.37
INC-0035-058,P-0035,2026-02-27,ROUTINE_OPERATION,1,3.06
INC-0035-075,P-0035,2026-03-16,ROUTINE_OPERATION,4,5.24
INC-0035-077,P-0035,2026-03-18,EMERGENCY_RESPONSE,3,4.8
INC-0035-120,P-0035,2026-04-30,ROUTINE_OPERATION,3,4.36
INC-0035-130,P-0035,2026-05-10,ROUTINE_OPERATION,3,4.18
INC-0035-148,P-0035,2026-05-28,EMERGENCY_RESPONSE,2,3.99
INC-0035-153,P-0035,2026-06-02,HIGH_INTENSITY_OPERATION,3,5.12
INC-0035-159,P-0035,2026-06-08,EMERGENCY_RESPONSE,1,2.54
INC-0035-171,P-0035,2026-06-20,EMERGENCY_RESPONSE,3,4.66
INC-0035-177,P-0035,2026-06-26,EMERGENCY_RESPONSE,4,5.32
INC-0036-007,P-0036,2026-01-07,ROUTINE_OPERATION,2,4.24
INC-0036-034,P-0036,2026-02-03,HIGH_INTENSITY_OPERATION,3,4.86
INC-0036-059,P-0036,2026-02-28,EMERGENCY_RESPONSE,5,6.64
INC-0036-064,P-0036,2026-03-05,ROUTINE_OPERATION,2,3.72
INC-0036-091,P-0036,2026-04-01,HIGH_INTENSITY_OPERATION,5,6.17
INC-0037-016,P-0037,2026-01-16,HIGH_INTENSITY_OPERATION,3,4.84
INC-0037-021,P-0037,2026-01-21,ROUTINE_OPERATION,3,5.56
INC-0037-056,P-0037,2026-02-25,ROUTINE_OPERATION,3,3.14
INC-0037-134,P-0037,2026-05-14,HIGH_INTENSITY_OPERATION,5,6.34
INC-0037-135,P-0037,2026-05-15,ROUTINE_OPERATION,4,5.12
INC-0037-141,P-0037,2026-05-21,EMERGENCY_RESPONSE,4,6.64
INC-0037-151,P-0037,2026-05-31,ROUTINE_OPERATION,2,4.34
INC-0037-168,P-0037,2026-06-17,HIGH_INTENSITY_OPERATION,4,5.22
INC-0038-028,P-0038,2026-01-28,HIGH_INTENSITY_OPERATION,5,6.36
INC-0038-038,P-0038,2026-02-07,EMERGENCY_RESPONSE,5,5.13
INC-0038-042,P-0038,2026-02-11,EMERGENCY_RESPONSE,5,6.17
INC-0038-053,P-0038,2026-02-22,EMERGENCY_RESPONSE,4,5.46
INC-0038-063,P-0038,2026-03-04,EXTENDED_OPERATION,5,5.74
INC-0038-147,P-0038,2026-05-27,EXTENDED_OPERATION,5,6.24
INC-0038-173,P-0038,2026-06-22,EMERGENCY_RESPONSE,1,3.42
INC-0038-176,P-0038,2026-06-25,ROUTINE_OPERATION,4,5.57
INC-0039-023,P-0039,2026-01-23,ROUTINE_OPERATION,4,4.76
INC-0039-071,P-0039,2026-03-12,HIGH_INTENSITY_OPERATION,4,4.12
INC-0039-081,P-0039,2026-03-22,ROUTINE_OPERATION,4,3.98
INC-0039-104,P-0039,2026-04-14,HIGH_INTENSITY_OPERATION,5,5.66
INC-0039-160,P-0039,2026-06-09,EMERGENCY_RESPONSE,3,3.43
INC-0039-168,P-0039,2026-06-17,EXTENDED_OPERATION,5,6.28
INC-0039-178,P-0039,2026-06-27,EXTENDED_OPERATION,5,5.6
INC-0040-023,P-0040,2026-01-23,HIGH_INTENSITY_OPERATION,5,4.29
INC-0040-033,P-0040,2026-02-02,ROUTINE_OPERATION,1,1.88
INC-0040-055,P-0040,2026-02-24,HIGH_INTENSITY_OPERATION,3,4.11
INC-0040-083,P-0040,2026-03-24,ROUTINE_OPERATION,5,5.74
INC-0040-088,P-0040,2026-03-29,ROUTINE_OPERATION,4,4.69
INC-0040-094,P-0040,2026-04-04,HIGH_INTENSITY_OPERATION,3,3.16
INC-0040-127,P-0040,2026-05-07,HIGH_INTENSITY_OPERATION,5,5.56
INC-0040-141,P-0040,2026-05-21,HIGH_INTENSITY_OPERATION,4,4.69
INC-0040-157,P-0040,2026-06-06,EXTENDED_OPERATION,3,4.5
INC-0040-167,P-0040,2026-06-16,EXTENDED_OPERATION,4,5.42
INC-0040-168,P-0040,2026-06-17,EXTENDED_OPERATION,3,4.95
INC-0040-173,P-0040,2026-06-22,EXTENDED_OPERATION,3,3.68
INC-0040-176,P-0040,2026-06-25,ROUTINE_OPERATION,5,6.25
INC-0040-178,P-0040,2026-06-27,HIGH_INTENSITY_OPERATION,5,6.03
INC-0041-012,P-0041,2026-01-12,EMERGENCY_RESPONSE,4,5.19
INC-0041-021,P-0041,2026-01-21,ROUTINE_OPERATION,5,6.59
INC-0041-049,P-0041,2026-02-18,EMERGENCY_RESPONSE,3,5.02
INC-0041-079,P-0041,2026-03-20,HIGH_INTENSITY_OPERATION,5,6.06
INC-0041-089,P-0041,2026-03-30,ROUTINE_OPERATION,4,5.09
INC-0041-090,P-0041,2026-03-31,HIGH_INTENSITY_OPERATION,4,5.97
INC-0041-091,P-0041,2026-04-01,EMERGENCY_RESPONSE,5,5.23
INC-0041-094,P-0041,2026-04-04,ROUTINE_OPERATION,4,3.81
INC-0041-135,P-0041,2026-05-15,HIGH_INTENSITY_OPERATION,4,6.02
INC-0041-173,P-0041,2026-06-22,EMERGENCY_RESPONSE,5,5.74
INC-0042-036,P-0042,2026-02-05,HIGH_INTENSITY_OPERATION,3,4.24
INC-0042-116,P-0042,2026-04-26,ROUTINE_OPERATION,4,4.71
INC-0042-140,P-0042,2026-05-20,EMERGENCY_RESPONSE,5,6.19
INC-0042-177,P-0042,2026-06-26,HIGH_INTENSITY_OPERATION,4,5.33
INC-0042-179,P-0042,2026-06-28,EXTENDED_OPERATION,4,5.68
INC-0043-016,P-0043,2026-01-16,HIGH_INTENSITY_OPERATION,2,4.85
INC-0043-053,P-0043,2026-02-22,ROUTINE_OPERATION,2,2.92
INC-0043-054,P-0043,2026-02-23,ROUTINE_OPERATION,3,3.21
INC-0043-065,P-0043,2026-03-06,HIGH_INTENSITY_OPERATION,2,2.97
INC-0043-068,P-0043,2026-03-09,EXTENDED_OPERATION,5,6.71
INC-0043-070,P-0043,2026-03-11,ROUTINE_OPERATION,3,4.48
INC-0043-091,P-0043,2026-04-01,EMERGENCY_RESPONSE,4,6.78
INC-0043-114,P-0043,2026-04-24,ROUTINE_OPERATION,5,5.66
INC-0043-146,P-0043,2026-05-26,EMERGENCY_RESPONSE,5,4.91
INC-0043-148,P-0043,2026-05-28,EMERGENCY_RESPONSE,5,5.7
INC-0043-168,P-0043,2026-06-17,HIGH_INTENSITY_OPERATION,5,5.66
INC-0043-170,P-0043,2026-06-19,ROUTINE_OPERATION,4,4.13
INC-0043-179,P-0043,2026-06-28,ROUTINE_OPERATION,3,4.26
INC-0044-030,P-0044,2026-01-30,HIGH_INTENSITY_OPERATION,5,5.29
INC-0044-039,P-0044,2026-02-08,ROUTINE_OPERATION,5,6.61
INC-0044-041,P-0044,2026-02-10,ROUTINE_OPERATION,5,7.24
INC-0044-050,P-0044,2026-02-19,HIGH_INTENSITY_OPERATION,5,6.21
INC-0044-052,P-0044,2026-02-21,HIGH_INTENSITY_OPERATION,4,4.93
INC-0044-055,P-0044,2026-02-24,ROUTINE_OPERATION,4,4.6
INC-0044-081,P-0044,2026-03-22,HIGH_INTENSITY_OPERATION,5,6.69
INC-0044-093,P-0044,2026-04-03,EMERGENCY_RESPONSE,5,5.71
